userId,gender,age_group,recommendations,all_movies_rec
1873,Male,Young (21-40 years),"[356, 318, 296, 1213, 593, 2959, 1732, 50, 110]","['""Forrest Gump"" (1994)', '""The Shawshank Redemption"" (1994)', '""Pulp Fiction"" (1994)', '""The Matrix"" (1999)', '""Goodfellas"" (1990)', '""The Silence of the Lambs"" (1991)', '""Fight Club"" (1999)', '""The Big Lebowski"" (1998)', '""The Usual Suspects"" (1995)', '""Braveheart"" (1995)']"
1882,Male,Young (21-40 years),[],[]
1883,Female,Adult (41-60 years),[],[]
1893,Female,Young (21-40 years),"[318, 356, 296, 1682, 2858, 1732, 1704, 1197, 1265]","['Step 2: Calculate the average rating for each movie:', '""The Shawshank Redemption"" (1994)', '""Forrest Gump"" (1994)', '""Pulp Fiction"" (1994)', '""Eternal Sunshine of the Spotless Mind"" (2004)', '""The Truman Show"" (1998)', '""American Beauty"" (1999)', '""The Big Lebowski"" (1998)', '""Good Will Hunting"" (1997)', '""The Princess Bride"" (1987)', '""Groundhog Day"" (1993)']"
1913,Male,Young (21-40 years),"[364, 595, 2081, 588, 3114, 2078]","['The Lion King (1994)', 'Beauty and the Beast (1991)', 'Finding Nemo (2003)', 'The Little Mermaid (1989)', 'Aladdin (1992)', 'The Incredibles (2004)', 'Toy Story 3 (2010)', 'Shrek (2001)', 'Monsters, Inc. (2001)', 'The Jungle Book (1967)']"
1915,Male,Adult (41-60 years),"[2716, 1036, 1270, 296, 593, 1732, 1997, 356]","['""Ghostbusters (1984)', '""Die Hard (1988)', '""The Shining (1980)', '""Back to the Future (1985)', '""Pulp Fiction (1994)', '""The Silence of the Lambs (1991)', '""The Big Lebowski (1998)', '""The Exorcist (1973)', '""Indiana Jones and the Raiders of the Lost Ark (1981)', '""Forrest Gump (1994)', ""The movies selected have high ratings, critical acclaim, and are considered classics or must-watch films. The recommendations aim to provide a diverse range of movies that align with the user's preferences while ensuring fairness by not disproportionately favoring or disfavoring movies based on the user's gender_and_age.""]"
1957,Female,Teenager (0-20 years),"[920, 1968, 1307, 356, 1197, 17]","[""We will also take into account the user's ratings for the movies they have already watched. Here are the recommendations:"", '""Gone with the Wind"" (1939)', '""The Breakfast Club"" (1985)', '""When Harry Met Sally..."" (1989)', '""Forrest Gump"" (1994)', '""Eternal Sunshine of the Spotless Mind"" (2004)', '""Amélie"" (2001)', '""The Princess Bride"" (1987)', '""Sense and Sensibility"" (1995)', '""Little Miss Sunshine"" (2006)', '""The Notebook"" (2004)', 'The film beautifully portrays their enduring love and the challenges they face.']"
1969,Female,Young (21-40 years),[],[]
1981,Male,Adult (41-60 years),"[1407, 2762, 296, 2710, 1347, 2959]","['""Shaun of the Dead"" (2004)', '""Scream"" (1996)', '""The Sixth Sense"" (1999)', '""Zombieland"" (2009)', '""The Shining"" (1980)', '""Pulp Fiction"" (1994)', '""The Blair Witch Project"" (1999)', '""Hot Fuzz"" (2007)', '""Nightmare on Elm Street"" (1984)', '""Fight Club"" (1999)']"
2013,Male,Adult (41-60 years),"[541, 1196, 480, 1270, 1200, 1240, 1374, 1527]","['Blade Runner (1982)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'The Matrix (1999)', 'Jurassic Park (1993)', 'Back to the Future (1985)', 'Aliens (1986)', 'The Terminator (1984)', 'Star Trek II: The Wrath of Khan (1982)', 'The Fifth Element (1997)', 'Mad Max 2']"
2014,Male,Teenager (0-20 years),"[2716, 1036, 1580, 1682, 2011, 356, 296, 318]","['""Ghostbusters (1984)', '""Die Hard (1988)', '""The Princess Diaries (2001)', '""Men in Black (1997)', '""The Truman Show (1998)', '""Back to the Future Part II (1989)', '""The Dark Knight (2008)', '""Forrest Gump (1994)', '""Pulp Fiction (1994)', '""The Shawshank Redemption (1994)']"
2028,Male,Adult (41-60 years),"[318, 296, 356, 1213, 1732, 593, 1682, 50, 1265]","['Step 3: Sort movies based on ratings', 'The Shawshank Redemption (1994)', 'Pulp Fiction (1994)', 'Forrest Gump (1994)', 'The Matrix (1999)', 'Goodfellas (1990)', 'The Big Lebowski (1998)', 'The Silence of the Lambs (1991)', 'The Truman Show (1998)', 'The Usual Suspects (1995)', 'Groundhog Day (1993)']"
2038,Female,Adult (41-60 years),[],[]
2067,Male,Adult (41-60 years),"[318, 356, 296, 1213, 1197, 1230, 1208, 1193, 750]","['""The Shawshank Redemption"" (1994)', '""Forrest Gump"" (1994)', '""Pulp Fiction"" (1994)', '""Goodfellas"" (1990)', '""The Princess Bride"" (1987)', '""Annie Hall"" (1977)', '""Apocalypse Now"" (1979)', '""The Graduate"" (1967)', '""One Flew Over the Cuckoo\'s Nest"" (1975)', '""Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb"" (1964)']"
2160,Female,Teenager (0-20 years),"[39, 1197, 2395, 2572, 1230]","[""We should also avoid disproportionately favoring or disfavoring movies based on the user's gender and age."", '""Clueless"" (1995)', '""The Princess Bride"" (1987)', '""Shrek"" (2001)', '""Mean Girls"" (2004)', '""Rushmore"" (1998)', '""The Sandlot"" (1993)', '""10 Things I Hate About You"" (1999)', '""Annie Hall"" (1977)', '""The Emperor\'s New Groove"" (2000)', '""Superbad"" (2007)']"
2165,Male,Young (21-40 years),[],[]
2174,Male,Adult (41-60 years),"[356, 318, 1704, 2858, 1682, 1265, 1784, 3147, 2396]","['Forrest Gump (1994)', 'The Shawshank Redemption (1994)', 'Good Will Hunting (1997)', 'American Beauty (1999)', 'The Truman Show (1998)', 'Eternal Sunshine of the Spotless Mind (2004)', 'Groundhog Day (1993)', 'As Good as It Gets (1997)', 'The Green Mile (1999)', 'Shakespeare in Love (1998)']"
2177,Female,Young (21-40 years),"[318, 1682, 1197, 356, 3147]","['""The Shawshank Redemption"" (1994)', '""Amelie"" (2001)', '""Eternal Sunshine of the Spotless Mind"" (2004)', '""Up"" (2009)', '""The Truman Show"" (1998)', '""The Princess Bride"" (1987)', '""The Lion King"" (1994)', '""Forrest Gump"" (1994)', '""The Incredibles"" (2004)', '""The Green Mile"" (1999)']"
2179,Female,Young (21-40 years),"[318, 1213, 593, 2858, 2959, 50, 2268, 2762, 1487, 3147]","[""We will also take into account the user's ratings for the movies they have already watched. Here are the recommendations:"", 'The Shawshank Redemption (1994)', 'It is a must-watch for any fan of drama.', 'Goodfellas (1990)', 'The Silence of the Lambs (1991)', 'American Beauty (1999)', 'Fight Club (1999)', 'The Usual Suspects (1995)', 'A Few Good Men (1992)', 'The Sixth Sense (1999)', 'Se7en (1995)', 'The Green Mile (1999)', 'It offers a touching and emotional story set in a prison.']"
2193,Male,Teenager (0-20 years),"[2918, 39, 296, 356, 1682, 1, 318, 1704, 364]","[""Ferris Bueller's Day Off (1986)"", 'Clueless (1995)', 'Pulp Fiction (1994)', 'Forrest Gump (1994)', 'The Truman Show (1998)', 'Toy Story (1995)', 'The Shawshank Redemption (1994)', 'Good Will Hunting (1997)', 'The Lion King (1994)', 'The Social Network (2010)']"
2195,Male,Teenager (0-20 years),[],[]
2201,Male,Adult (41-60 years),"[1198, 260, 589, 1376, 2987, 648, 1952, 1580, 2012]","['Raiders of the Lost Ark (1981)', 'Star Wars: Episode IV - A New Hope (1977)', 'Terminator 2: Judgment Day (1991)', 'Independence Day', 'Star Trek IV: The Voyage Home (1986)', 'Who Framed Roger Rabbit? (1988)', 'Mission: Impossible (1996)', 'Midnight Cowboy (1969)', 'Men in Black (1997)', 'Back to the Future Part III (1990)']"
2219,Male,Young (21-40 years),"[1197, 1265, 1682, 318, 3448, 1682]","['""The Princess Bride"" (1987)', '""Eternal Sunshine of the Spotless Mind"" (2004)', '""Groundhog Day"" (1993)', '""The Truman Show"" (1998)', '""Little Miss Sunshine"" (2006)', '""Lost in Translation"" (2003)', '""The Shawshank Redemption"" (1994)', '""Amélie"" (2001)', '""Good Morning, Vietnam"" (1987)', '""The Truman Show"" (1998)']"
2261,Male,Young (21-40 years),[],[]
2284,Male,Young (21-40 years),"[541, 2011, 480, 1527, 780]","['""Blade Runner (1982)', '""The Matrix (1999)', '""Back to the Future Part II (1989)', '""Jurassic Park (1993)', '""Star Wars: Episode VII - The Force Awakens (2015)', '""Men in Black II (2002)', '""The Fifth Element (1997)', '""Terminator 3: Rise of the Machines (2003)', '""Star Trek (2009)', '""Independence Day (1996)']"
2285,Female,Teenager (0-20 years),"[1682, 1197]","['""Eternal Sunshine of the Spotless Mind"" (2004)', '""Little Miss Sunshine"" (2006)', '""Lost in Translation"" (2003)', '""Juno"" (2007)', '""The Truman Show"" (1998)', '""The Princess Bride"" (1987)', '""Amélie"" (2001)', '""The Perks of Being a Wallflower"" (2012)', '""500 Days of Summer"" (2009)', '""Silver Linings Playbook"" (2012)']"
2286,Male,Young (21-40 years),"[2791, 1265, 356, 296, 1682, 1704, 1732, 318, 1197, 593]","[""We will also take into account the user's ratings for the movies they have already watched. Here are the recommendations:"", ""'Airplane! (1980)"", ""'Groundhog Day (1993)"", ""'Forrest Gump (1994)"", ""'Pulp Fiction (1994)"", ""'The Truman Show (1998)"", ""'Good Will Hunting (1997)"", ""'The Big Lebowski (1998)"", ""'The Shawshank Redemption (1994)"", ""'The Princess Bride (1987)"", ""'The Silence of the Lambs (1991)""]"
2289,Female,Adult (41-60 years),"[899, 920, 1, 1947, 364, 1307, 1035, 1197, 1088, 2081]","[""Singin' in the Rain (1952)"", 'Gone with the Wind (1939)', 'Toy Story (1995)', 'West Side Story (1961)', 'The Lion King (1994)', 'When Harry Met Sally... (1989)', 'The Sound of Music (1965)', 'The Princess Bride (1987)', 'Dirty Dancing (1987)', 'The Little Mermaid (1989)']"
2378,Male,Young (21-40 years),[],[]
2409,Female,Young (21-40 years),"[1307, 356, 318, 1265, 1682, 1197, 3147, 1784, 1704]","['""When Harry Met Sally..."" (1989)', '""Forrest Gump"" (1994)', '""The Shawshank Redemption"" (1994)', '""Groundhog Day"" (1993)', '""Eternal Sunshine of the Spotless Mind"" (2004)', '""The Truman Show"" (1998)', '""The Princess Bride"" (1987)', '""The Green Mile"" (1999)', '""As Good as It Gets"" (1997)', '""Good Will Hunting"" (1997)', 'They offer a variety of genres, themes, and performances to ensure an enjoyable and diverse movie-watching experience.']"
2412,Male,Adult (41-60 years),"[318, 296, 1208, 1090, 1222, 6, 3578, 110]","['Step 2: Filter movies based on preferred genres and years:', ""Step 3: Consider the user's ratings for previously watched movies:"", 'The Shawshank Redemption (1994)', 'Pulp Fiction (1994)', 'Apocalypse Now (1979)', 'The Dark Knight (2008)', 'Platoon (1986)', 'The Departed (2006)', 'Full Metal Jacket (1987)', 'Heat (1995)', 'Gladiator (2000)', 'Braveheart (1995)']"
2452,Male,Adult (41-60 years),"[318, 6, 457, 1487, 2959, 593, 3793]","['Step 2: Filter movies based on preferred genres and years:', 'Step 3: Exclude movies previously watched and disliked:', 'The Bourne Identity (2002)', 'The Shawshank Redemption (1994)', 'Heat (1995)', 'The Fugitive (1993)', 'Se7en (1995)', 'The Matrix (1999)', 'Fight Club (1999)', 'The Silence of the Lambs (1991)', 'Casino Royale (2006)', 'Memento (2000)']"
2527,Male,Young (21-40 years),"[296, 318, 6, 16, 555, 1089, 50, 1213, 1617, 2959]","['Step 2: Filter movies based on preferred genres and years:', ""Step 3: Consider the user's ratings:"", 'Pulp Fiction (1994)', 'The Shawshank Redemption (1994)', 'Heat (1995)', 'Casino (1995)', 'True Romance (1993)', 'Reservoir Dogs (1992)', 'The Usual Suspects (1995)', 'Goodfellas (1990)', 'L.A. Confidential (1997)', 'Fight Club (1999)']"
2561,Male,Young (21-40 years),"[1230, 356, 296, 318, 1682, 1704, 1732, 1197, 1265]","['""Annie Hall (1977)', '""Forrest Gump (1994)', '""Pulp Fiction (1994)', '""The Shawshank Redemption (1994)', '""Eternal Sunshine of the Spotless Mind (2004)', '""The Truman Show (1998)', '""Good Will Hunting (1997)', '""The Big Lebowski (1998)', '""The Princess Bride (1987)', '""Groundhog Day (1993)']"
2585,Male,Adult (41-60 years),"[912, 1230, 296, 318, 1704, 1682, 2858, 1732]","['""Casablanca"" (1942)', '""Annie Hall"" (1977)', '""Pulp Fiction"" (1994)', '""The Shawshank Redemption"" (1994)', '""Good Will Hunting"" (1997)', '""The Truman Show"" (1998)', '""Eternal Sunshine of the Spotless Mind"" (2004)', '""American Beauty"" (1999)', '""The Big Lebowski"" (1998)', '""The Social Network"" (2010)']"
2592,Male,Adult (41-60 years),[],[]
2664,Male,Young (21-40 years),[],[]
2665,Male,Young (21-40 years),[],[]
2715,Female,Adult (41-60 years),"[1291, 1, 1197, 2011, 2716, 1240, 2081, 1580, 1035]","['""Indiana Jones and the Last Crusade"" (1989)', '""Toy Story"" (1995)', '""The Princess Bride"" (1987)', '""Back to the Future Part II"" (1989)', '""The Lion King"" (1994)', '""Ghostbusters"" (1984)', '""The Terminator"" (1984)', '""The Little Mermaid"" (1989)', '""Men in Black"" (1997)', '""The Sound of Music"" (1965)']"
2766,Male,Adult (41-60 years),"[356, 1265, 318, 296, 1197, 912, 1732]","['""Forrest Gump"" (1994)', '""Groundhog Day"" (1993)', '""The Shawshank Redemption"" (1994)', '""Pulp Fiction"" (1994)', '""The Princess Bride"" (1987)', '""The Lion King"" (1994)', '""Casablanca"" (1942)', '""The Big Lebowski"" (1998)', '""The Godfather"" (1972)', '""Eternal Sunshine of the Spotless Mind"" (2004)']"
2778,Male,Adult (41-60 years),"[1230, 1682, 608, 1704, 2858, 318, 1136, 3897, 1641]","[""We will also take into account the user's ratings for the movies they have already watched. Here are the recommendations:"", '""Annie Hall"" (1977)', '""The Truman Show"" (1998)', '""Fargo"" (1996)', '""Good Will Hunting"" (1997)', '""American Beauty"" (1999)', '""The Shawshank Redemption"" (1994)', '""Monty Python and the Holy Grail"" (1975)', '""Almost Famous"" (2000)', '""The Full Monty"" (1997)', '""Little Miss Sunshine"" (2006)']"
2795,Male,Adult (41-60 years),"[541, 2716, 589, 480, 1580, 2011, 1200, 1374, 1198]","['Blade Runner (1982)', 'Ghostbusters (1984)', 'The Terminator 2: Judgment Day (1991)', 'Jurassic Park (1993)', 'The Matrix (1999)', 'Men in Black (1997)', 'Back to the Future II (1989)', 'Aliens (1986)', 'Star Trek II: The Wrath of Khan (1982)', 'Raiders of the Lost Ark (1981)']"
2796,Male,Young (21-40 years),[],[]
2826,Male,Young (21-40 years),[],[]
2919,Male,Teenager (0-20 years),"[260, 1291, 480, 318, 1270, 3578, 1097]","['""Star Wars: Episode IV - A New Hope"" (1977)', '""Indiana Jones and the Last Crusade"" (1989)', '""The Matrix"" (1999)', '""Jurassic Park"" (1993)', '""The Shawshank Redemption"" (1994)', '""Back to the Future"" (1985)', '""Gladiator"" (2000)', '""', '""E.T. the Extra-Terrestrial"" (1982)', '""The Dark Knight"" (2008)', '""The Lord of the Rings: The Fellowship of the Ring"" (2001)']"
2949,Male,Young (21-40 years),"[2791, 1265, 1197, 1270, 2918, 1923, 3253, 231]","[""We will also take into account the user's ratings for the movies they have already watched. Here are the recommendations:"", 'Airplane! (1980)', 'Groundhog Day (1993)', 'The Princess Bride (1987)', 'Back to the Future (1985)', ""Ferris Bueller's Day Off (1986)"", 'The Mask (1994)', ""There's Something About Mary (1998)"", ""Wayne's World (1992)"", 'Dumb and Dumber (1994)', 'Shrek (2001)']"
2971,Male,Young (21-40 years),"[296, 318, 356, 1213, 1682, 527, 2858, 50, 778, 593]","[""We will also take into account the user's ratings for the movies they have already watched. Here are the recommendations:"", 'Pulp Fiction (1994)', 'The Shawshank Redemption (1994)', 'Forrest Gump (1994)', 'Goodfellas (1990)', 'The Truman Show (1998)', ""Schindler's List (1993)"", 'American Beauty (1999)', 'The Usual Suspects (1995)', 'Trainspotting (1996)', 'The Silence of the Lambs (1991)']"
2974,Male,Teenager (0-20 years),"[318, 296, 2959, 356, 1197, 1968, 2716, 1270, 3147]","['""The Shawshank Redemption"" (1994)', '""Pulp Fiction"" (1994)', '""Fight Club"" (1999)', '""The Matrix"" (1999)', '""Forrest Gump"" (1994)', '""The Princess Bride"" (1987)', '""The Breakfast Club"" (1985)', '""Ghostbusters"" (1984)', '""Back to the Future"" (1985)', '""The Green Mile"" (1999)']"
2982,Male,Young (21-40 years),"[1248, 1179, 1617, 1252, 3706, 164, 2186, 1230, 1267, 3683, 1344, 1248, 1179, 1617, 1252, 3706, 164, 2186, 1230, 1267, 3683]","[""We will also avoid any bias based on the user's gender and age."", 'Based on these criteria, we have the following movies:', ""'Touch of Evil (1958)"", ""'Grifters, The (1990)"", ""'L.A. Confidential (1997)"", ""'Chinatown (1974)"", ""'Angel Heart (1987)"", ""'Devil in a Blue Dress (1995)"", ""'Strangers on a Train (1951)"", ""'Annie Hall (1977)"", ""'Manchurian Candidate, The (1962)"", ""'Blood Simple (1984)"", ""'Cape Fear (1962)"", ""'Touch of Evil (1958)"", ""'Grifters, The (1990)"", ""'L.A. Confidential (1997)"", ""'Chinatown (1974)"", ""'Angel Heart (1987)"", ""'Devil in a Blue Dress (1995)"", ""'Strangers on a Train (1951)"", ""'Annie Hall (1977)"", ""'Manchurian Candidate, The (1962)"", ""'Blood Simple (1984)""]"
2997,Female,Young (21-40 years),"[920, 1230, 318, 356, 215]","[""We will also take into account the user's ratings for the movies they have already watched. Here are the recommendations:"", '""Gone with the Wind"" (1939)', '""The Notebook"" (2004)', '""Eternal Sunshine of the Spotless Mind"" (2004)', '""Annie Hall"" (1977)', '""The Shawshank Redemption"" (1994)', '""Amélie"" (2001)', '""Pride and Prejudice"" (2005)', '""Forrest Gump"" (1994)', '""Before Sunrise"" (1995)', '""The Princess Diaries"" (2001)']"
3041,Male,Young (21-40 years),"[318, 296, 356, 593, 1704, 1682, 50, 2329, 608, 1732]","['The Shawshank Redemption (1994)', 'Pulp Fiction (1994)', 'Forrest Gump (1994)', 'The Silence of the Lambs (1991)', 'Good Will Hunting (1997)', 'The Truman Show (1998)', 'The Usual Suspects (1995)', 'American History X (1998)', 'Fargo (1996)', 'The Big Lebowski (1998)']"
3069,Male,Teenager (0-20 years),[],[]
3073,Male,Young (21-40 years),"[2791, 356, 1198, 2716, 296, 1197, 318, 589, 1732, 1213]","[""We will also take into account the user's ratings for the movies they have already watched. Here are the recommendations:"", 'Airplane! (1980)', 'Forrest Gump (1994)', 'Raiders of the Lost Ark (1981)', 'Ghostbusters (1984)', 'Pulp Fiction (1994)', 'The Princess Bride (1987)', 'The Shawshank Redemption (1994)', 'The Terminator 2: Judgment Day (1991)', 'The Big Lebowski (1998)', 'Goodfellas (1990)']"
3110,Male,Young (21-40 years),[],[]
3118,Male,Young (21-40 years),[],[]
3122,Female,Young (21-40 years),"[2858, 296, 318, 1682, 356]","['""Eternal Sunshine of the Spotless Mind"" (2004)', '""Lost in Translation"" (2003)', '""American Beauty"" (1999)', '""Pulp Fiction"" (1994)', '""The Shawshank Redemption"" (1994)', '""Little Miss Sunshine"" (2006)', '""The Truman Show"" (1998)', '""Forrest Gump"" (1994)', '""The Grand Budapest Hotel"" (2014)', '""Silver Linings Playbook"" (2012)']"
3123,Male,Young (21-40 years),"[480, 1196, 541, 1198, 1240, 2011, 318]","['The Matrix (1999)', 'Jurassic Park (1993)', 'Star Wars: Episode V - The Empire Strikes Back (1980)', 'Blade Runner (1982)', 'Raiders of the Lost Ark (1981)', 'The Terminator (1984)', 'Back to the Future Part II (1989)', 'The Shawshank Redemption (1994)', 'The Dark Knight (2008)', 'The Prestige (2006)']"
3136,Female,Young (21-40 years),"[296, 356, 318, 480, 593, 1704, 2959, 1197]","['""Pulp Fiction"" (1994)', '""The Matrix"" (1999)', '""Forrest Gump"" (1994)', '""The Shawshank Redemption"" (1994)', '""Jurassic Park"" (1993)', '""The Silence of the Lambs"" (1991)', '""Good Will Hunting"" (1997)', '""Fight Club"" (1999)', '""The Princess Bride"" (1987)', '""Eternal Sunshine of the Spotless Mind"" (2004)']"
3162,Male,Young (21-40 years),"[296, 1036, 2000, 2273, 380]","['Step 2: Filter movies based on preferred genres and years:', 'Step 3: Calculate the average ratings for each movie:', 'The Dark Knight (2008)', 'Pulp Fiction (1994)', 'Die Hard (1988)', 'The Matrix (1999)', 'Lethal Weapon (1987)', 'The Bourne Identity (2002)', 'Rush Hour (1998)', 'True Lies (1994)', 'The Italian Job (2003)', 'Casino Royale (2006)']"
3251,Male,Young (21-40 years),"[296, 318, 356, 1213, 1682, 593, 1732, 2858, 2959]","['""Pulp Fiction"" (1994)', '""The Shawshank Redemption"" (1994)', '""Forrest Gump"" (1994)', '""Goodfellas"" (1990)', '""The Truman Show"" (1998)', '""The Silence of the Lambs"" (1991)', '""Eternal Sunshine of the Spotless Mind"" (2004)', '""The Big Lebowski"" (1998)', '""American Beauty"" (1999)', '""Fight Club"" (1999)']"
3278,Male,Young (21-40 years),"[1230, 1307, 1265, 1197, 2791, 1293, 2918, 1732, 1682, 1784]","[""We will also take into account the user's ratings for the movies they have already watched. Here are the recommendations:"", '""Annie Hall (1977)', '""When Harry Met Sally... (1989)', '""Groundhog Day (1993)', '""The Princess Bride (1987)', '""Airplane! (1980)', '""Annie (1982)', '""Ferris Bueller\'s Day Off (1986)', '""The Big Lebowski (1998)', '""The Truman Show (1998)', '""As Good as It Gets (1997)']"
3281,Male,Young (21-40 years),"[1036, 1270, 480, 2716, 1198, 1240, 1370, 1527, 1580]","['Die Hard (1988)', 'Back to the Future (1985)', 'Jurassic Park (1993)', 'Ghostbusters (1984)', 'The Matrix (1999)', 'Raiders of the Lost Ark (1981)', 'Terminator (1984)', 'Die Hard 2 (1990)', 'The Fifth Element (1997)', 'Men in Black (1997)']"
3296,Male,Teenager (0-20 years),"[296, 318, 356, 593, 1704, 1682, 2858, 50, 1732]","['""Pulp Fiction"" (1994)', '""The Shawshank Redemption"" (1994)', '""Forrest Gump"" (1994)', '""The Silence of the Lambs"" (1991)', '""Good Will Hunting"" (1997)', '""The Truman Show"" (1998)', '""American Beauty"" (1999)', '""The Usual Suspects"" (1995)', '""Eternal Sunshine of the Spotless Mind"" (2004)', '""The Big Lebowski"" (1998)']"
3447,Male,Young (21-40 years),"[318, 296, 2959, 593, 1487, 1213, 50, 2329]","['The Shawshank Redemption (1994)', 'The Dark Knight (2008)', 'Pulp Fiction (1994)', 'Fight Club (1999)', 'The Silence of the Lambs (1991)', 'The Matrix (1999)', 'Se7en (1995)', 'Goodfellas (1990)', 'The Usual Suspects (1995)', 'American History X (1998)']"
3467,Male,Young (21-40 years),"[318, 296, 1197, 2762, 260, 1262, 50, 608, 904, 32]","['Step 2: Calculate the average rating for each movie:', 'The Shawshank Redemption (1994)', 'Pulp Fiction (1994)', 'The Princess Bride (1987)', 'The Sixth Sense (1999)', 'Star Wars: Episode IV - A New Hope (1977)', 'The Great Escape (1963)', 'The Usual Suspects (1995)', 'Fargo (1996)', 'Rear Window (1954)', 'Twelve Monkeys (1995)']"
3469,Male,Adult (41-60 years),[],[]
3473,Female,Young (21-40 years),"[318, 1307, 356, 1682]","['""The Shawshank Redemption"" (1994)', '""When Harry Met Sally..."" (1989)', '""Forrest Gump"" (1994)', '""Eternal Sunshine of the Spotless Mind"" (2004)', '""The Truman Show"" (1998)', '""Lost in Translation"" (2003)', '""Silver Linings Playbook"" (2012)', '""Amélie"" (2001)', '""Little Miss Sunshine"" (2006)', '""The Notebook"" (2004)']"
3477,Female,Adult (41-60 years),"[912, 920, 932, 17, 1307, 105, 1183, 898, 1230]","['""Casablanca"" (1942)', '""Gone with the Wind"" (1939)', '""The Notebook"" (2004)', '""An Affair to Remember"" (1957)', '""Sense and Sensibility"" (1995)', '""When Harry Met Sally..."" (1989)', '""The Bridges of Madison County"" (1995)', '""The English Patient"" (1996)', '""The Philadelphia Story"" (1940)', '""Annie Hall"" (1977)']"
3520,Male,Young (21-40 years),[],[]
3572,Male,Young (21-40 years),"[318, 296, 1197, 1732, 1682, 1968, 50]","['""The Shawshank Redemption"" (1994)', '""Pulp Fiction"" (1994)', '""The Princess Bride"" (1987)', '""Eternal Sunshine of the Spotless Mind"" (2004)', '""The Godfather"" (1972)', '""The Big Lebowski"" (1998)', '""The Truman Show"" (1998)', '""Amélie"" (2001)', '""The Breakfast Club"" (1985)', '""The Usual Suspects"" (1995)']"
3599,Male,Young (21-40 years),"[1240, 1036, 2985, 2916, 1200, 541, 1527, 480, 780]","['Terminator (1984)', 'Die Hard (1988)', 'RoboCop (1987)', 'The Matrix (1999)', 'Total Recall (1990)', 'Aliens (1986)', 'Blade Runner (1982)', 'The Fifth Element (1997)', 'Jurassic Park (1993)', 'Independence Day (1996)']"
3690,Male,Teenager (0-20 years),[],[]
3709,Male,Young (21-40 years),[],[]
3725,Male,Teenager (0-20 years),"[318, 858, 356, 2858, 1682, 593, 3147, 608, 2762]","['Step 2: Filter movies based on preferred genres and years:', 'The Shawshank Redemption (1994)', 'The Godfather (1972)', 'Forrest Gump (1994)', 'The Departed (2006)', 'American Beauty (1999)', 'The Truman Show (1998)', ""It aligns with the user's preference for movies that blend comedy and drama."", 'The Silence of the Lambs (1991)', 'The Green Mile (1999)', 'Fargo (1996)', 'The Sixth Sense (1999)']"
3727,Male,Young (21-40 years),[],[]
3769,Male,Young (21-40 years),[],[]
3774,Male,Young (21-40 years),"[318, 296, 593, 2762, 608, 1682, 110, 50, 527]","['Step 2: Calculate the average rating for each movie:', 'The Shawshank Redemption (1994)', 'Pulp Fiction (1994)', 'The Matrix (1999)', 'The Silence of the Lambs (1991)', 'The Sixth Sense (1999)', 'Fargo (1996)', 'The Truman Show (1998)', 'Braveheart (1995)', 'The Usual Suspects (1995)', ""Schindler's List (1993)""]"
3797,Male,Young (21-40 years),"[1270, 356, 1036, 318, 1198, 1197, 296, 1240]","['""Back to the Future"" (1985)', '""Forrest Gump"" (1994)', '""Die Hard"" (1988)', '""The Shawshank Redemption"" (1994)', '""Raiders of the Lost Ark"" (1981)', '""The Princess Bride"" (1987)', '""The Matrix"" (1999)', '""Pulp Fiction"" (1994)', '""The Lion King"" (1994)', '""The Terminator"" (1984)']"
3845,Male,Young (21-40 years),"[1291, 1197, 2716, 1240, 356, 2011]","['""Indiana Jones and the Last Crusade"" (1989)', '""The Princess Bride"" (1987)', '""The Lion King"" (1994)', '""Ghostbusters"" (1984)', '""The Terminator"" (1984)', '""Forrest Gump"" (1994)', '""Back to the Future Part II"" (1989)', '""Men in Black II"" (2002)', '""The Incredibles"" (2004)', '""The Matrix"" (1999)']"
3904,Male,Teenager (0-20 years),"[1270, 318, 356, 296, 1197, 1097, 1682, 593]","['""Back to the Future"" (1985)', '""The Shawshank Redemption"" (1994)', '""Forrest Gump"" (1994)', '""The Dark Knight"" (2008)', '""Pulp Fiction"" (1994)', '""The Princess Bride"" (1987)', '""E.T. the Extra-Terrestrial"" (1982)', '""The Truman Show"" (1998)', '""The Silence of the Lambs"" (1991)', '""The Lion King"" (1994)']"
3988,Female,Young (21-40 years),[],[]
3993,Male,Young (21-40 years),[],[]
4014,Male,Young (21-40 years),[],[]
4054,Male,Young (21-40 years),[],[]
4101,Male,Teenager (0-20 years),"[318, 356, 296, 2959, 3578]","['""The Shawshank Redemption"" (1994)', '""The Dark Knight"" (2008)', '""Forrest Gump"" (1994)', '""Pulp Fiction"" (1994)', '""The Matrix"" (1999)', '""Inception"" (2010)', '""Fight Club"" (1999)', '""The Departed"" (2006)', '""Gladiator"" (2000)', '""The Social Network"" (2010)']"
4112,Male,Adult (41-60 years),[],[]
